Date,Transaction ID,Type,Amount,Fee,Status
2026-08-08,TXN1899,Sale,$117.53,$2.82,Completed
2026-08-08,TXN1900,Sale,$81.12,$1.95,Completed
2026-08-08,TXN1901,Sale,$61.28,$1.47,Completed
2026-08-08,TXN1902,Sale,$92.66,$2.22,Completed
2026-08-08,TXN1903,Sale,$39.97,$0.96,Completed
2026-08-08,TXN1904,Sale,$94.10,$2.26,Voided
2026-08-08,TXN1905,Sale,$34.01,$0.82,Completed
2026-08-08,TXN1906,Sale,$103.24,$2.48,Completed
2026-08-08,TXN1907,Sale,$111.20,$2.67,Voided
2026-08-08,TXN1908,Sale,$101.81,$2.44,Completed
2026-08-08,TXN1909,Sale,$12.07,$0.29,Completed
2026-08-08,TXN1910,Sale,$96.25,$2.31,Completed
2026-08-08,TXN1911,Sale,$91.89,$2.21,Completed
2026-08-08,TXN1912,Sale,$40.42,$0.97,Completed
2026-08-08,TXN1913,Sale,$41.42,$0.99,Voided
2026-08-08,TXN1914,Sale,$111.99,$2.69,Completed
2026-08-08,TXN1915,Sale,$58.89,$1.41,Completed
2026-08-08,TXN1916,Sale,$66.72,$1.60,Completed
2026-08-08,TXN1917,Sale,$23.03,$0.55,Completed
2026-08-08,TXN1918,Sale,$38.56,$0.93,Completed
2026-08-08,TXN1919,Sale,$45.04,$1.08,Completed
2026-08-08,TXN1920,Sale,$80.61,$1.93,Completed
2026-08-08,TXN1921,Sale,$9.58,$0.23,Completed
2026-08-09,TXN1922,Sale,$71.59,$1.72,Completed
2026-08-09,TXN1923,Sale,$27.66,$0.66,Completed
2026-08-09,TXN1924,Sale,$108.47,$2.60,Completed
2026-08-09,TXN1925,Sale,$65.71,$1.58,Completed
2026-08-09,TXN1926,Sale,$82.96,$1.99,Cancelled
2026-08-09,TXN1927,Sale,$23.75,$0.57,Completed
2026-08-09,TXN1928,Sale,$35.78,$0.86,Completed
2026-08-09,TXN1929,Sale,$34.38,$0.83,Completed
2026-08-09,TXN1930,Sale,$114.85,$2.76,Completed
2026-08-09,TXN1931,Sale,$88.96,$2.14,Completed
2026-08-09,TXN1932,Refund,($81.21),$0.00,Completed
2026-08-09,TXN1933,Sale,$14.96,$0.36,Completed
2026-08-09,TXN1934,Sale,$42.36,$1.02,Completed
2026-08-09,TXN1935,Sale,$64.28,$1.54,Completed
2026-08-09,TXN1936,Sale,$86.80,$2.08,Completed
2026-08-09,TXN1937,Sale,$21.15,$0.51,Completed
2026-08-09,TXN1938,Sale,$41.04,$0.98,Completed
2026-08-09,TXN1939,Sale,$32.54,$0.78,Completed
2026-08-09,TXN1940,Sale,$25.16,$0.60,Completed
2026-08-09,TXN1941,Sale,$75.84,$1.82,Completed
2026-08-09,TXN1942,Sale,$69.51,$1.67,Completed
2026-08-09,TXN1943,Sale,$68.20,$1.64,Completed
2026-08-09,TXN1944,Sale,$32.46,$0.78,Completed
2026-08-09,TXN1945,Sale,$92.53,$2.22,Completed
2026-08-09,TXN1946,Sale,$17.17,$0.41,Completed
2026-08-09,TXN1947,Sale,$86.82,$2.08,Completed
2026-08-09,TXN1948,Sale,$71.19,$1.71,Voided
2026-08-09,TXN1949,Sale,$69.34,$1.66,Voided
2026-08-09,TXN1950,Sale,$72.14,$1.73,Completed
2026-08-09,TXN1951,Sale,$44.75,$1.07,Completed
2026-08-09,TXN1952,Sale,$21.02,$0.50,Completed
2026-08-09,TXN1953,Sale,$73.31,$1.76,Completed
2026-08-09,TXN1954,Sale,$65.16,$1.56,Cancelled
2026-08-09,TXN1955,Sale,$58.78,$1.41,Completed
2026-08-09,TXN1956,Sale,$59.16,$1.42,Completed
2026-08-09,TXN1957,Sale,$59.79,$1.43,Voided
2026-08-09,TXN1958,Sale,$89.01,$2.14,Completed
2026-08-09,TXN1959,Sale,$99.44,$2.39,Completed
2026-08-09,TXN1960,Sale,$72.77,$1.75,Completed
2026-08-09,TXN1961,Sale,$46.59,$1.12,Voided
2026-08-09,TXN1962,Sale,$119.34,$2.86,Voided
2026-08-09,TXN1963,Sale,$15.73,$0.38,Completed
2026-08-09,TXN1964,Sale,$11.55,$0.28,Completed
2026-08-09,TXN1965,Sale,$94.12,$2.26,Completed
2026-08-09,TXN1966,Sale,$117.57,$2.82,Completed
2026-08-09,TXN1967,Sale,$55.08,$1.32,Completed
2026-08-09,TXN1968,Sale,$50.84,$1.22,Completed
2026-08-09,TXN1969,Sale,$109.56,$2.63,Completed
2026-08-09,TXN1970,Sale,$84.47,$2.03,Completed
2026-08-09,TXN1971,Sale,$68.40,$1.64,Completed
2026-08-09,TXN1972,Sale,$46.95,$1.13,Completed
2026-08-09,TXN1973,Sale,$68.17,$1.64,Completed
2026-08-09,TXN1974,Sale,$89.52,$2.15,Completed
2026-08-09,TXN1975,Sale,$8.39,$0.20,Completed
2026-08-09,TXN1976,Refund,($41.42),$0.00,Completed
2026-08-09,TXN1977,Sale,$68.98,$1.66,Completed
2026-08-09,TXN1978,Sale,$100.22,$2.41,Completed
2026-08-09,TXN1979,Sale,$46.77,$1.12,Completed
2026-08-09,TXN1980,Sale,$112.99,$2.71,Completed
2026-08-09,TXN1981,Sale,$20.64,$0.50,Completed
2026-08-09,TXN1982,Sale,$54.95,$1.32,Completed
2026-08-09,TXN1983,Sale,$106.98,$2.57,Completed
2026-08-09,TXN1984,Refund,($31.08),$0.00,Completed
2026-08-09,TXN1985,Sale,$11.76,$0.28,Cancelled
2026-08-09,TXN1986,Sale,$86.77,$2.08,Completed
2026-08-10,TXN1987,Sale,$12.95,$0.31,Completed
2026-08-10,TXN1988,Sale,$68.45,$1.64,Completed
2026-08-10,TXN1989,Sale,$94.92,$2.28,Completed
2026-08-10,TXN1990,Sale,$119.27,$2.86,Completed
2026-08-10,TXN1991,Sale,$110.64,$2.66,Completed
2026-08-10,TXN1992,Sale,$72.68,$1.74,Completed
2026-08-10,TXN1993,Sale,$99.66,$2.39,Completed
2026-08-10,TXN1994,Sale,$106.14,$2.55,Completed
2026-08-10,TXN1995,Sale,$66.38,$1.59,Completed
2026-08-10,TXN1996,Sale,$38.82,$0.93,Completed
2026-08-10,TXN1997,Sale,$74.27,$1.78,Completed
2026-08-10,TXN1998,Sale,$27.61,$0.66,Completed
2026-08-10,TXN1999,Sale,$70.26,$1.69,Completed
2026-08-10,TXN2000,Sale,$46.57,$1.12,Voided
2026-08-10,TXN2001,Sale,$50.69,$1.22,Completed
2026-08-10,TXN2002,Sale,$85.99,$2.06,Completed
2026-08-10,TXN2003,Sale,$41.59,$1.00,Completed
2026-08-10,TXN2004,Sale,$68.25,$1.64,Completed
2026-08-10,TXN2005,Sale,$33.24,$0.80,Completed
2026-08-10,TXN2006,Sale,$24.17,$0.58,Completed
2026-08-10,TXN2007,Sale,$14.45,$0.35,Completed
2026-08-10,TXN2008,Sale,$54.65,$1.31,Completed
2026-08-10,TXN2009,Sale,$51.50,$1.24,Completed
2026-08-10,TXN2010,Sale,$44.99,$1.08,Completed
2026-08-10,TXN2011,Sale,$58.38,$1.40,Voided
2026-08-10,TXN2012,Sale,$67.99,$1.63,Completed
2026-08-10,TXN2013,Sale,$13.77,$0.33,Completed
2026-08-10,TXN2014,Sale,$75.76,$1.82,Completed
2026-08-10,TXN2015,Sale,$16.15,$0.39,Voided
2026-08-10,TXN2016,Sale,$73.81,$1.77,Completed
2026-08-10,TXN2017,Sale,$32.31,$0.78,Completed
2026-08-11,TXN2018,Sale,$45.29,$1.09,Completed
2026-08-11,TXN2019,Sale,$9.72,$0.23,Completed
2026-08-11,TXN2020,Sale,$115.75,$2.78,Completed
2026-08-11,TXN2021,Sale,$119.95,$2.88,Completed
2026-08-11,TXN2022,Sale,$35.17,$0.84,Completed
2026-08-11,TXN2023,Sale,$30.91,$0.74,Completed
2026-08-11,TXN2024,Sale,$69.83,$1.68,Completed
2026-08-11,TXN2025,Sale,$50.63,$1.22,Completed
2026-08-11,TXN2026,Sale,$48.24,$1.16,Completed
2026-08-11,TXN2027,Sale,$65.44,$1.57,Completed
2026-08-11,TXN2028,Sale,$19.04,$0.46,Completed
2026-08-11,TXN2029,Sale,$60.58,$1.45,Completed
2026-08-11,TXN2030,Sale,$110.41,$2.65,Completed
2026-08-11,TXN2031,Sale,$54.36,$1.30,Completed
2026-08-11,TXN2032,Sale,$32.78,$0.79,Completed
2026-08-11,TXN2033,Sale,$37.21,$0.89,Completed
2026-08-11,TXN2034,Sale,$72.86,$1.75,Completed
2026-08-11,TXN2035,Sale,$25.07,$0.60,Completed
2026-08-11,TXN2036,Sale,$50.54,$1.21,Completed
2026-08-11,TXN2037,Sale,$63.92,$1.53,Completed
2026-08-11,TXN2038,Sale,$84.70,$2.03,Completed
2026-08-11,TXN2039,Sale,$100.02,$2.40,Completed
2026-08-11,TXN2040,Sale,$79.87,$1.92,Completed
2026-08-11,TXN2041,Sale,$26.84,$0.64,Completed
2026-08-11,TXN2042,Sale,$26.96,$0.65,Completed
2026-08-11,TXN2043,Sale,$62.69,$1.50,Completed
2026-08-11,TXN2044,Sale,$68.72,$1.65,Completed
2026-08-11,TXN2045,Sale,$14.58,$0.35,Completed
2026-08-11,TXN2046,Sale,$102.83,$2.47,Voided
2026-08-11,TXN2047,Sale,$82.84,$1.99,Completed
2026-08-11,TXN2048,Sale,$54.19,$1.30,Completed
2026-08-11,TXN2049,Sale,$33.92,$0.81,Completed
2026-08-11,TXN2050,Sale,$9.02,$0.22,Completed
2026-08-11,TXN2051,Sale,$49.80,$1.20,Completed
2026-08-11,TXN2052,Sale,$82.68,$1.98,Completed
2026-08-11,TXN2053,Sale,$62.12,$1.49,Completed
2026-08-12,TXN2054,Refund,($67.61),$0.00,Completed
2026-08-12,TXN2055,Sale,$9.87,$0.24,Completed
2026-08-12,TXN2056,Sale,$68.00,$1.63,Completed
2026-08-12,TXN2057,Sale,$64.25,$1.54,Completed
2026-08-12,TXN2058,Sale,$56.22,$1.35,Completed
2026-08-12,TXN2059,Sale,$28.08,$0.67,Completed
2026-08-12,TXN2060,Sale,$66.73,$1.60,Completed
2026-08-12,TXN2061,Sale,$77.42,$1.86,Completed
2026-08-12,TXN2062,Sale,$47.70,$1.14,Completed
2026-08-12,TXN2063,Sale,$16.85,$0.40,Completed
2026-08-12,TXN2064,Sale,$59.41,$1.43,Completed
2026-08-12,TXN2065,Sale,$86.09,$2.07,Completed
2026-08-12,TXN2066,Sale,$100.74,$2.42,Completed
2026-08-12,TXN2067,Sale,$119.07,$2.86,Cancelled
2026-08-12,TXN2068,Sale,$11.55,$0.28,Completed
2026-08-12,TXN2069,Sale,$50.24,$1.21,Completed
2026-08-12,TXN2070,Sale,$79.32,$1.90,Completed
2026-08-12,TXN2071,Sale,$17.26,$0.41,Completed
2026-08-12,TXN2072,Sale,$80.23,$1.93,Completed
2026-08-12,TXN2073,Sale,$117.46,$2.82,Completed
2026-08-12,TXN2074,Sale,$108.22,$2.60,Completed
2026-08-12,TXN2075,Sale,$33.73,$0.81,Completed
2026-08-12,TXN2076,Sale,$85.54,$2.05,Completed
2026-08-12,TXN2077,Sale,$38.36,$0.92,Completed
2026-08-12,TXN2078,Sale,$84.66,$2.03,Completed
2026-08-12,TXN2079,Sale,$68.82,$1.65,Completed
2026-08-12,TXN2080,Sale,$28.09,$0.67,Completed
2026-08-12,TXN2081,Sale,$9.75,$0.23,Completed
2026-08-12,TXN2082,Sale,$24.15,$0.58,Completed
2026-08-12,TXN2083,Sale,$99.94,$2.40,Completed
2026-08-12,TXN2084,Sale,$41.52,$1.00,Completed
2026-08-12,TXN2085,Sale,$71.47,$1.72,Completed
2026-08-12,TXN2086,Sale,$83.83,$2.01,Completed
2026-08-12,TXN2087,Sale,$50.99,$1.22,Completed
2026-08-12,TXN2088,Sale,$96.54,$2.32,Completed
2026-08-12,TXN2089,Sale,$16.78,$0.40,Completed
2026-08-12,TXN2090,Sale,$46.74,$1.12,Completed
2026-08-12,TXN2091,Sale,$34.00,$0.82,Cancelled
2026-08-12,TXN2092,Sale,$75.78,$1.82,Voided
2026-08-12,TXN2093,Sale,$74.71,$1.79,Completed
2026-08-12,TXN2094,Sale,$44.55,$1.07,Completed
2026-08-12,TXN2095,Sale,$95.76,$2.30,Completed
2026-08-12,TXN2096,Sale,$33.55,$0.81,Completed
2026-08-12,TXN2097,Sale,$50.05,$1.20,Completed
2026-08-12,TXN2098,Sale,$73.62,$1.77,Completed
2026-08-13,TXN2099,Sale,$77.28,$1.85,Cancelled
2026-08-13,TXN2100,Sale,$87.87,$2.11,Completed
2026-08-13,TXN2101,Sale,$25.27,$0.61,Cancelled
2026-08-13,TXN2102,Sale,$79.00,$1.90,Completed
2026-08-13,TXN2103,Sale,$43.47,$1.04,Completed
2026-08-13,TXN2104,Sale,$8.58,$0.21,Cancelled
2026-08-13,TXN2105,Sale,$48.31,$1.16,Completed
2026-08-13,TXN2106,Sale,$22.84,$0.55,Completed
2026-08-13,TXN2107,Sale,$58.27,$1.40,Completed
2026-08-13,TXN2108,Sale,$53.70,$1.29,Completed
2026-08-13,TXN2109,Refund,($47.64),$0.00,Completed
2026-08-13,TXN2110,Sale,$74.98,$1.80,Cancelled
2026-08-13,TXN2111,Sale,$51.15,$1.23,Completed
2026-08-13,TXN2112,Sale,$51.43,$1.23,Completed
2026-08-13,TXN2113,Sale,$108.93,$2.61,Cancelled
2026-08-13,TXN2114,Sale,$117.56,$2.82,Completed
2026-08-13,TXN2115,Sale,$26.99,$0.65,Completed
2026-08-13,TXN2116,Sale,$23.55,$0.57,Completed
2026-08-13,TXN2117,Sale,$63.23,$1.52,Completed
2026-08-13,TXN2118,Sale,$56.68,$1.36,Voided
2026-08-13,TXN2119,Sale,$62.23,$1.49,Completed
2026-08-13,TXN2120,Sale,$36.19,$0.87,Voided
2026-08-13,TXN2121,Sale,$78.00,$1.87,Completed
2026-08-13,TXN2122,Sale,$29.90,$0.72,Completed
2026-08-13,TXN2123,Sale,$42.12,$1.01,Cancelled
2026-08-13,TXN2124,Sale,$45.21,$1.09,Completed
2026-08-13,TXN2125,Sale,$98.06,$2.35,Completed
2026-08-13,TXN2126,Sale,$45.49,$1.09,Completed
2026-08-13,TXN2127,Sale,$104.26,$2.50,Completed
2026-08-13,TXN2128,Sale,$23.25,$0.56,Completed
2026-08-13,TXN2129,Sale,$114.10,$2.74,Completed
2026-08-13,TXN2130,Sale,$43.19,$1.04,Completed
2026-08-13,TXN2131,Sale,$116.50,$2.80,Completed
2026-08-13,TXN2132,Sale,$85.84,$2.06,Completed
2026-08-13,TXN2133,Sale,$72.50,$1.74,Completed
2026-08-13,TXN2134,Sale,$50.12,$1.20,Completed
2026-08-13,TXN2135,Sale,$52.01,$1.25,Completed
2026-08-13,TXN2136,Sale,$71.15,$1.71,Completed
2026-08-13,TXN2137,Sale,$69.11,$1.66,Completed
2026-08-13,TXN2138,Sale,$69.61,$1.67,Completed
2026-08-13,TXN2139,Sale,$59.70,$1.43,Completed
2026-08-13,TXN2140,Sale,$57.11,$1.37,Completed
2026-08-14,TXN2141,Sale,$15.75,$0.38,Completed
2026-08-14,TXN2142,Sale,$97.05,$2.33,Completed
2026-08-14,TXN2143,Sale,$23.59,$0.57,Completed
2026-08-14,TXN2144,Sale,$36.30,$0.87,Completed
2026-08-14,TXN2145,Sale,$55.39,$1.33,Completed
2026-08-14,TXN2146,Sale,$58.30,$1.40,Completed
2026-08-14,TXN2147,Sale,$73.21,$1.76,Completed
2026-08-14,TXN2148,Sale,$111.43,$2.67,Completed
2026-08-14,TXN2149,Sale,$54.85,$1.32,Completed
2026-08-14,TXN2150,Sale,$116.46,$2.80,Voided
2026-08-14,TXN2151,Sale,$98.98,$2.38,Completed
2026-08-14,TXN2152,Sale,$110.41,$2.65,Completed
2026-08-14,TXN2153,Sale,$35.80,$0.86,Cancelled
2026-08-14,TXN2154,Sale,$26.63,$0.64,Completed
2026-08-14,TXN2155,Sale,$71.08,$1.71,Completed
2026-08-14,TXN2156,Sale,$80.44,$1.93,Completed
2026-08-14,TXN2157,Sale,$45.14,$1.08,Completed
2026-08-14,TXN2158,Sale,$19.87,$0.48,Completed
2026-08-14,TXN2159,Sale,$32.86,$0.79,Cancelled
2026-08-14,TXN2160,Sale,$70.50,$1.69,Completed
2026-08-14,TXN2161,Sale,$32.76,$0.79,Completed
2026-08-14,TXN2162,Sale,$59.86,$1.44,Completed
2026-08-14,TXN2163,Sale,$85.33,$2.05,Completed
2026-08-14,TXN2164,Sale,$119.74,$2.87,Completed
2026-08-14,TXN2165,Sale,$41.09,$0.99,Completed
2026-08-14,TXN2166,Sale,$17.62,$0.42,Completed
2026-08-14,TXN2167,Sale,$89.78,$2.15,Completed
2026-08-14,TXN2168,Sale,$46.42,$1.11,Completed
2026-08-14,TXN2169,Sale,$66.36,$1.59,Completed
2026-08-14,TXN2170,Sale,$18.93,$0.45,Completed
2026-08-14,TXN2171,Sale,$58.67,$1.41,Completed
2026-08-14,TXN2172,Sale,$13.00,$0.31,Voided
2026-08-14,TXN2173,Sale,$10.53,$0.25,Completed
2026-08-14,TXN2174,Sale,$20.25,$0.49,Completed
2026-08-14,TXN2175,Sale,$112.15,$2.69,Completed
2026-08-14,TXN2176,Sale,$65.79,$1.58,Completed
2026-08-14,TXN2177,Sale,$45.07,$1.08,Completed
2026-08-14,TXN2178,Sale,$59.75,$1.43,Completed
2026-08-14,TXN2179,Sale,$78.53,$1.88,Completed
2026-08-15,TXN2180,Sale,$56.40,$1.35,Completed
2026-08-15,TXN2181,Refund,($76.78),$0.00,Completed
2026-08-15,TXN2182,Sale,$74.33,$1.78,Completed
2026-08-15,TXN2183,Sale,$86.93,$2.09,Completed
2026-08-15,TXN2184,Sale,$92.26,$2.21,Completed
2026-08-15,TXN2185,Sale,$15.01,$0.36,Completed
2026-08-15,TXN2186,Sale,$105.66,$2.54,Cancelled
2026-08-15,TXN2187,Sale,$44.51,$1.07,Completed
2026-08-15,TXN2188,Sale,$37.38,$0.90,Completed
2026-08-15,TXN2189,Sale,$67.10,$1.61,Completed
2026-08-15,TXN2190,Sale,$74.86,$1.80,Completed
2026-08-15,TXN2191,Sale,$73.74,$1.77,Completed
2026-08-15,TXN2192,Sale,$102.70,$2.46,Completed
2026-08-15,TXN2193,Sale,$99.14,$2.38,Completed
2026-08-15,TXN2194,Sale,$41.31,$0.99,Completed
2026-08-15,TXN2195,Sale,$17.49,$0.42,Completed
2026-08-15,TXN2196,Sale,$21.20,$0.51,Completed
2026-08-15,TXN2197,Sale,$28.50,$0.68,Completed
2026-08-15,TXN2198,Sale,$65.21,$1.57,Completed
2026-08-15,TXN2199,Sale,$23.44,$0.56,Completed
2026-08-15,TXN2200,Sale,$28.80,$0.69,Completed
2026-08-15,TXN2201,Sale,$85.66,$2.06,Completed
2026-08-15,TXN2202,Sale,$119.99,$2.88,Completed
2026-08-15,TXN2203,Sale,$62.84,$1.51,Completed
2026-08-15,TXN2204,Sale,$43.23,$1.04,Completed
2026-08-15,TXN2205,Sale,$14.00,$0.34,Completed
2026-08-15,TXN2206,Sale,$9.07,$0.22,Completed
2026-08-15,TXN2207,Sale,$99.30,$2.38,Completed
2026-08-15,TXN2208,Sale,$64.61,$1.55,Completed
2026-08-15,TXN2209,Sale,$84.69,$2.03,Completed
2026-08-15,TXN2210,Sale,$102.07,$2.45,Completed
2026-08-15,TXN2211,Sale,$17.26,$0.41,Completed
2026-08-15,TXN2212,Sale,$93.24,$2.24,Voided
2026-08-15,TXN2213,Sale,$38.78,$0.93,Completed
2026-08-15,TXN2214,Sale,$26.84,$0.64,Completed
2026-08-15,TXN2215,Sale,$91.16,$2.19,Completed
2026-08-15,TXN2216,Sale,$69.57,$1.67,Completed
2026-08-15,TXN2217,Sale,$20.79,$0.50,Completed
2026-08-15,TXN2218,Sale,$100.21,$2.41,Completed
2026-08-15,TXN2219,Sale,$100.13,$2.40,Completed
2026-08-15,TXN2220,Sale,$88.53,$2.12,Voided
2026-08-15,TXN2221,Sale,$118.85,$2.85,Completed
2026-08-15,TXN2222,Sale,$100.97,$2.42,Cancelled
2026-08-15,TXN2223,Sale,$41.34,$0.99,Completed
2026-08-15,TXN2224,Sale,$58.37,$1.40,Completed
2026-08-15,TXN2225,Sale,$99.47,$2.39,Completed
2026-08-15,TXN2226,Sale,$119.32,$2.86,Completed
2026-08-15,TXN2227,Sale,$34.54,$0.83,Completed
2026-08-15,TXN2228,Sale,$73.85,$1.77,Completed
2026-08-15,TXN2229,Sale,$87.60,$2.10,Completed
2026-08-15,TXN2230,Sale,$26.59,$0.64,Completed
2026-08-15,TXN2231,Sale,$31.14,$0.75,Completed
2026-08-15,TXN2232,Sale,$14.65,$0.35,Completed
2026-08-15,TXN2233,Sale,$39.48,$0.95,Completed
2026-08-15,TXN2234,Sale,$44.25,$1.06,Completed
2026-08-15,TXN2235,Sale,$40.41,$0.97,Completed
2026-08-15,TXN2236,Sale,$104.10,$2.50,Completed
2026-08-15,TXN2237,Sale,$84.08,$2.02,Completed
2026-08-15,TXN2238,Sale,$115.83,$2.78,Cancelled
2026-08-15,TXN2239,Sale,$110.90,$2.66,Completed
2026-08-16,TXN2240,Sale,$22.21,$0.53,Completed
2026-08-16,TXN2241,Sale,$35.96,$0.86,Completed
2026-08-16,TXN2242,Sale,$100.79,$2.42,Completed
2026-08-16,TXN2243,Sale,$83.74,$2.01,Completed
2026-08-16,TXN2244,Sale,$72.67,$1.74,Completed
2026-08-16,TXN2245,Sale,$54.39,$1.31,Completed
2026-08-16,TXN2246,Sale,$78.97,$1.90,Completed
2026-08-16,TXN2247,Sale,$18.43,$0.44,Completed
2026-08-16,TXN2248,Sale,$39.16,$0.94,Completed
2026-08-16,TXN2249,Sale,$49.34,$1.18,Completed
2026-08-16,TXN2250,Sale,$44.66,$1.07,Completed
2026-08-16,TXN2251,Refund,($94.70),$0.00,Completed
2026-08-16,TXN2252,Sale,$89.86,$2.16,Completed
2026-08-16,TXN2253,Sale,$82.38,$1.98,Completed
2026-08-16,TXN2254,Sale,$15.09,$0.36,Completed
2026-08-16,TXN2255,Sale,$32.40,$0.78,Completed
2026-08-16,TXN2256,Sale,$31.73,$0.76,Completed
2026-08-16,TXN2257,Sale,$100.77,$2.42,Completed
2026-08-16,TXN2258,Sale,$72.73,$1.75,Completed
2026-08-16,TXN2259,Sale,$62.36,$1.50,Completed
2026-08-16,TXN2260,Sale,$84.45,$2.03,Completed
2026-08-16,TXN2261,Sale,$19.15,$0.46,Voided
2026-08-16,TXN2262,Sale,$59.47,$1.43,Completed
2026-08-16,TXN2263,Sale,$104.06,$2.50,Completed
2026-08-16,TXN2264,Sale,$8.08,$0.19,Completed
2026-08-16,TXN2265,Sale,$30.66,$0.74,Completed
2026-08-16,TXN2266,Sale,$22.77,$0.55,Completed
2026-08-16,TXN2267,Sale,$25.81,$0.62,Completed
2026-08-16,TXN2268,Sale,$38.69,$0.93,Completed
2026-08-16,TXN2269,Sale,$36.04,$0.86,Completed
2026-08-16,TXN2270,Sale,$109.23,$2.62,Completed
2026-08-16,TXN2271,Sale,$52.39,$1.26,Completed
2026-08-16,TXN2272,Sale,$86.34,$2.07,Completed
2026-08-16,TXN2273,Sale,$81.41,$1.95,Completed
2026-08-16,TXN2274,Sale,$8.12,$0.19,Completed
2026-08-16,TXN2275,Sale,$22.86,$0.55,Completed
2026-08-16,TXN2276,Sale,$84.16,$2.02,Completed
2026-08-16,TXN2277,Refund,($85.91),$0.00,Completed
2026-08-16,TXN2278,Sale,$118.67,$2.85,Completed
2026-08-16,TXN2279,Sale,$22.80,$0.55,Completed
2026-08-16,TXN2280,Sale,$50.90,$1.22,Voided
2026-08-16,TXN2281,Sale,$19.47,$0.47,Completed
2026-08-16,TXN2282,Sale,$106.67,$2.56,Completed
2026-08-16,TXN2283,Sale,$94.63,$2.27,Completed
2026-08-16,TXN2284,Sale,$22.91,$0.55,Completed
2026-08-16,TXN2285,Sale,$24.00,$0.58,Completed
2026-08-16,TXN2286,Sale,$8.95,$0.21,Completed
2026-08-16,TXN2287,Sale,$57.29,$1.37,Completed
2026-08-16,TXN2288,Sale,$78.34,$1.88,Completed
2026-08-16,TXN2289,Sale,$54.11,$1.30,Completed
2026-08-16,TXN2290,Sale,$104.32,$2.50,Completed
2026-08-16,TXN2291,Sale,$19.25,$0.46,Cancelled
2026-08-16,TXN2292,Sale,$74.03,$1.78,Completed
2026-08-16,TXN2293,Sale,$115.88,$2.78,Completed
2026-08-16,TXN2294,Sale,$23.66,$0.57,Completed
2026-08-16,TXN2295,Sale,$17.44,$0.42,Completed
2026-08-16,TXN2296,Sale,$75.20,$1.80,Completed
2026-08-16,TXN2297,Sale,$95.24,$2.29,Completed
2026-08-16,TXN2298,Sale,$102.96,$2.47,Completed
2026-08-16,TXN2299,Sale,$41.78,$1.00,Completed
2026-08-16,TXN2300,Sale,$65.07,$1.56,Completed
2026-08-16,TXN2301,Sale,$41.10,$0.99,Completed
2026-08-16,TXN2302,Sale,$108.57,$2.61,Voided
2026-08-17,TXN2303,Sale,$20.63,$0.50,Completed
2026-08-17,TXN2304,Sale,$74.52,$1.79,Completed
2026-08-17,TXN2305,Sale,$117.50,$2.82,Completed
2026-08-17,TXN2306,Sale,$112.60,$2.70,Completed
2026-08-17,TXN2307,Sale,$104.41,$2.51,Completed
2026-08-17,TXN2308,Sale,$48.93,$1.17,Completed
2026-08-17,TXN2309,Sale,$93.43,$2.24,Completed
2026-08-17,TXN2310,Sale,$94.28,$2.26,Completed
2026-08-17,TXN2311,Refund,($15.56),$0.00,Completed
2026-08-17,TXN2312,Sale,$12.46,$0.30,Completed
2026-08-17,TXN2313,Sale,$96.40,$2.31,Voided
2026-08-17,TXN2314,Sale,$78.40,$1.88,Completed
2026-08-17,TXN2315,Sale,$54.53,$1.31,Completed
2026-08-17,TXN2316,Sale,$17.23,$0.41,Completed
2026-08-17,TXN2317,Sale,$77.00,$1.85,Completed
2026-08-17,TXN2318,Sale,$42.71,$1.03,Completed
2026-08-17,TXN2319,Sale,$30.76,$0.74,Completed
2026-08-17,TXN2320,Sale,$68.08,$1.63,Completed
2026-08-17,TXN2321,Sale,$79.04,$1.90,Completed
2026-08-17,TXN2322,Sale,$84.28,$2.02,Completed
2026-08-17,TXN2323,Sale,$86.25,$2.07,Voided
2026-08-17,TXN2324,Sale,$102.80,$2.47,Completed
2026-08-17,TXN2325,Sale,$17.66,$0.42,Voided
2026-08-17,TXN2326,Sale,$58.78,$1.41,Completed
2026-08-17,TXN2327,Sale,$42.64,$1.02,Completed
2026-08-17,TXN2328,Sale,$90.95,$2.18,Completed
2026-08-17,TXN2329,Sale,$87.28,$2.09,Completed
2026-08-17,TXN2330,Sale,$26.35,$0.63,Completed
2026-08-17,TXN2331,Sale,$66.58,$1.60,Completed
2026-08-17,TXN2332,Sale,$88.73,$2.13,Completed
2026-08-17,TXN2333,Sale,$22.22,$0.53,Completed
2026-08-17,TXN2334,Sale,$38.10,$0.91,Completed
2026-08-17,TXN2335,Sale,$94.40,$2.27,Completed
2026-08-17,TXN2336,Refund,($98.40),$0.00,Completed
2026-08-17,TXN2337,Sale,$15.15,$0.36,Completed
2026-08-17,TXN2338,Sale,$72.58,$1.74,Completed
2026-08-17,TXN2339,Sale,$58.98,$1.42,Voided
2026-08-18,TXN2340,Sale,$104.25,$2.50,Voided
2026-08-18,TXN2341,Sale,$25.62,$0.61,Completed
2026-08-18,TXN2342,Sale,$108.16,$2.60,Completed
2026-08-18,TXN2343,Sale,$20.92,$0.50,Completed
2026-08-18,TXN2344,Sale,$8.29,$0.20,Completed
2026-08-18,TXN2345,Sale,$9.38,$0.23,Completed
2026-08-18,TXN2346,Sale,$48.77,$1.17,Voided
2026-08-18,TXN2347,Sale,$28.04,$0.67,Completed
